StationCode,SampleID,FinalID,BAResult
SMC02644,SMC0264420116301,Ostracoda,103
SMC02644,SMC0264420116301,Parametriocnemus,2
SMC02644,SMC0264420116301,Pentaneura,1
SMC02644,SMC0264420116301,Pentaneura,5
SMC02644,SMC0264420116301,Physa,2
SMC02644,SMC0264420116301,Polypedilum,7
SMC02644,SMC0264420116301,Potamopyrgus antipodarum,205
SMC02644,SMC0264420116301,Rheocricotopus,1
SMC02644,SMC0264420116301,Simulium argus,4
SMC02644,SMC0264420116301,Sperchon,3
SMC02644,SMC0264420116301,Tanytarsus,19
SMC02644,SMC0264420116301,Thienemannimyia group,3
SMC02644,SMC0264420116301,Turbellaria,36
SMC02656,SMC0265620096231,Apedilum ,1
SMC02656,SMC0265620096231,Apedilum,15
SMC02656,SMC0265620096231,Baetis adonis,10
SMC02656,SMC0265620096231,Caloparyphus/ Euparyphus,13
SMC02656,SMC0265620096231,Chironomus,1
SMC02656,SMC0265620096231,Cricotopus,137
SMC02656,SMC0265620096231,Cricotopus ,40
SMC02656,SMC0265620096231,Dasyhelea,24
SMC02656,SMC0265620096231,Dicrotendipes,74
SMC02656,SMC0265620096231,Empididae,2
SMC02656,SMC0265620096231,Ephydridae,1
SMC02656,SMC0265620096231,Eukiefferiella,3
SMC02656,SMC0265620096231,Euparyphus,3
SMC02656,SMC0265620096231,Fallceon quilleri,1
SMC02656,SMC0265620096231,Hyalella,1
SMC02656,SMC0265620096231,Hydroptila,85
SMC02656,SMC0265620096231,Hydroptilidae,4
SMC02656,SMC0265620096231,Labrundinia,3
SMC02656,SMC0265620096231,Micropsectra,1
SMC02656,SMC0265620096231,Muscidae,1
SMC02656,SMC0265620096231,Ostracoda,118
SMC02656,SMC0265620096231,Pseudochironomus,26
SMC02656,SMC0265620096231,Psychodidae,7
SMC02656,SMC0265620096231,Simulium,15
SMC02656,SMC0265620096231,Tanytarsus,18
SMC02656,SMC0265620096231,Thienemannimyia group,24
SMC02656,SMC0265620096231,Turbellaria,5
SMC02804,SMC0280420116201,Baetis,76
SMC02804,SMC0280420116201,Baetis adonis,230
SMC02804,SMC0280420116201,Chironomus,21
SMC02804,SMC0280420116201,Cricotopus ,3
SMC02804,SMC0280420116201,Cricotopus,6
SMC02804,SMC0280420116201,Cricotopus bicinctus group,10
SMC02804,SMC0280420116201,Dicranota,2
SMC02804,SMC0280420116201,Dicrotendipes,1
SMC02804,SMC0280420116201,Dicrotendipes,8
SMC02804,SMC0280420116201,Fallceon quilleri,2
SMC02804,SMC0280420116201,Hemerodromia,12
SMC02804,SMC0280420116201,Hemerodromia,3
SMC02804,SMC0280420116201,Hyalella,86
SMC02804,SMC0280420116201,Hydroptila,25
SMC02804,SMC0280420116201,Hydroptilidae,31
SMC02804,SMC0280420116201,Micropsectra,4
SMC02804,SMC0280420116201,Oligochaeta,7
SMC02804,SMC0280420116201,Ostracoda,41
SMC02804,SMC0280420116201,Parachironomus,1
SMC02804,SMC0280420116201,Polypedilum,1
SMC02804,SMC0280420116201,Pseudochironomus,1
SMC02804,SMC0280420116201,Rheotanytarsus,1
SMC02804,SMC0280420116201,Simulium,1
SMC02804,SMC0280420116201,Simulium argus,6
SMC02804,SMC0280420116201,Sperchon,12
SMC02804,SMC0280420116201,Tanytarsus,6
SMC02804,SMC0280420116201,Thienemannimyia group,2
SMC02804,SMC0280420116201,Turbellaria,7
SMC02884,SMC0288420106231,Ablabesmyia,2
SMC02884,SMC0288420106231,Baetis,9
SMC02884,SMC0288420106231,Callibaetis,1
SMC02884,SMC0288420106231,Chironomus,35
SMC02884,SMC0288420106231,Corbicula,39
SMC02884,SMC0288420106231,Corixidae,22
SMC02884,SMC0288420106231,Cricotopus,158
SMC02884,SMC0288420106231,Cricotopus,3
SMC02884,SMC0288420106231,Cryptochironomus,16
SMC02884,SMC0288420106231,Cryptochironomus,2
SMC02884,SMC0288420106231,Dasyhelea,1
SMC02884,SMC0288420106231,Dicrotendipes,53
SMC02884,SMC0288420106231,Fallceon quilleri,6
SMC02884,SMC0288420106231,Hyalella,66
SMC02884,SMC0288420106231,Hydrobiidae,1
SMC02884,SMC0288420106231,Hydroptila,2
SMC02884,SMC0288420106231,Hydroptilidae,16
SMC02884,SMC0288420106231,Oligochaeta,16
SMC02884,SMC0288420106231,Ostracoda,18
SMC02884,SMC0288420106231,Pericoma/ Telmatoscopus,3
SMC02884,SMC0288420106231,Polypedilum,49
SMC02884,SMC0288420106231,Procladius,2
SMC02884,SMC0288420106231,Tanytarsus,15
SMC02884,SMC0288420106231,Tricorythodes minutus,44
SMC02933,SMC029332010611,Argia,1
SMC02933,SMC029332010611,Baetis ,2
SMC02933,SMC029332010611,Baetis adonis,42
SMC02933,SMC029332010611,Bezzia/ Palpomyia,1
SMC02933,SMC029332010611,Brillia,4
SMC02933,SMC029332010611,Cambaridae,3
SMC02933,SMC029332010611,Corbicula,6
SMC02933,SMC029332010611,Corixidae,1
SMC02933,SMC029332010611,Crangonyx,44
SMC02933,SMC029332010611,Cricotopus,36
SMC02933,SMC029332010611,Eukiefferiella,1
SMC02933,SMC029332010611,Graptocorixa,1
SMC02933,SMC029332010611,Hyalella,82
SMC02933,SMC029332010611,Hydropsyche,6
SMC02933,SMC029332010611,Micropsectra,3
SMC02933,SMC029332010611,Muscidae,2
SMC02933,SMC029332010611,Neoplasta,1
SMC02933,SMC029332010611,Oligochaeta,104
SMC02933,SMC029332010611,Ostracoda,17
SMC02933,SMC029332010611,Parametriocnemus,21
SMC02933,SMC029332010611,Pericoma/ Telmatoscopus,1
SMC02933,SMC029332010611,Physa,8
SMC02933,SMC029332010611,Polypedilum,11
SMC02933,SMC029332010611,Procambarus clarkii,2
SMC02933,SMC029332010611,Rheocricotopus,20
SMC02933,SMC029332010611,Rheotanytarsus,1
SMC02933,SMC029332010611,Rheotanytarsus,67
SMC02933,SMC029332010611,Simulium,19
SMC02933,SMC029332010611,Sperchon,1
SMC02933,SMC029332010611,Tanytarsus,4
SMC02933,SMC029332010611,Tanytarsus,89
SMC02933,SMC029332010611,Tipula,1
SMC02933,SMC029332010611,Tribelos,1
SMC02933,SMC029332010611,Trichocorixa calva,2
SMC02947,SMC0294720117121,Callibaetis,2
SMC02947,SMC0294720117121,Chironomus,4
SMC02947,SMC0294720117121,Corisella decolor,6
SMC02947,SMC0294720117121,Corixidae,88
SMC02947,SMC0294720117121,Cricotopus,2
SMC02947,SMC0294720117121,Cryptochironomus,3
SMC02947,SMC0294720117121,Dasyhelea,2
SMC02947,SMC0294720117121,Dicrotendipes,1
SMC02947,SMC0294720117121,Dicrotendipes,17
SMC02947,SMC0294720117121,Fallceon quilleri,1
SMC02947,SMC0294720117121,Hyalella,151
SMC02947,SMC0294720117121,Hydroptila,2
SMC02947,SMC0294720117121,Menetus opercularis,1
SMC02947,SMC0294720117121,Oligochaeta,9
SMC02947,SMC0294720117121,Ostracoda,268
SMC02947,SMC0294720117121,Pentaneura,1
SMC02947,SMC0294720117121,Physa,35
SMC02947,SMC0294720117121,Pseudochironomus,6
SMC02947,SMC0294720117121,Tipulidae,1
SMC02947,SMC0294720117121,Tricorythodes explicatus,1
SMC02947,SMC0294720117121,Turbellaria,16
SMC02976,SMC0297620107271,Baetis,17
SMC02976,SMC0297620107271,Baetis adonis,7
SMC02976,SMC0297620107271,Brillia,2
SMC02976,SMC0297620107271,Calineuria californica,15
SMC02976,SMC0297620107271,Coenagrionidae,3
SMC02976,SMC0297620107271,Cricotopus,2
SMC02976,SMC0297620107271,Cricotopus,9
SMC02976,SMC0297620107271,Drunella,1
SMC02976,SMC0297620107271,Elmidae,1
SMC02976,SMC0297620107271,Epeorus,1
SMC02976,SMC0297620107271,Euparyphus,1
SMC02976,SMC0297620107271,Glutops,1
SMC02976,SMC0297620107271,Heptageniidae,1
SMC02976,SMC0297620107271,Homophylax,1
SMC02976,SMC0297620107271,Hydrobius fuscipes,1
SMC02976,SMC0297620107271,Hydropsyche,19
SMC02976,SMC0297620107271,Hydropsychidae,1
SMC02976,SMC0297620107271,Lebertia,2
SMC02976,SMC0297620107271,Limnephilidae,9
SMC02976,SMC0297620107271,Micropsectra,1
SMC02976,SMC0297620107271,Microtendipes,4
SMC02976,SMC0297620107271,Oligochaeta,7
SMC02976,SMC0297620107271,Optioservus,4
SMC02976,SMC0297620107271,Pentaneura,1
SMC02976,SMC0297620107271,Polypedilum,5
SMC02976,SMC0297620107271,Rheotanytarsus,8
SMC02976,SMC0297620107271,Serratella,6
SMC02976,SMC0297620107271,Simulium,6
SMC02976,SMC0297620107271,Sperchon,4
SMC02976,SMC0297620107271,Stempellinella,2
SMC02976,SMC0297620107271,Tanypodinae,1
SMC02976,SMC0297620107271,Tanytarsus,1
SMC02976,SMC0297620107271,Torrenticola,12
SMC02976,SMC0297620107271,Tricorythodes minutus,9
SMC02976,SMC0297620107271,Wormaldia,1
SMC02976,SMC0297620107271,Zaitzevia,14
SMC02984,SMC0298420106231,Alotanypus,1
SMC02984,SMC0298420106231,Apedilum,1
SMC02984,SMC0298420106231,Atractides,1
SMC02984,SMC0298420106231,Bezzia/ Palpomyia,5
SMC02984,SMC0298420106231,Callibaetis,12
SMC02984,SMC0298420106231,Caloparyphus/ Euparyphus,1
SMC02984,SMC0298420106231,Chironomus,1
SMC02984,SMC0298420106231,Coenagrionidae,1
SMC02984,SMC0298420106231,Cricotopus,1
SMC02984,SMC0298420106231,Cryptochironomus,1
SMC02984,SMC0298420106231,Culex,1
SMC02984,SMC0298420106231,Culex,2
SMC02984,SMC0298420106231,Culicoides,3
SMC02984,SMC0298420106231,Dicrotendipes,1
SMC02984,SMC0298420106231,Dicrotendipes,5
SMC02984,SMC0298420106231,Endotribelos,1
SMC02984,SMC0298420106231,Hyalella,253
SMC02984,SMC0298420106231,Hydroptila,5
SMC02984,SMC0298420106231,Hydroptilidae,2
SMC02984,SMC0298420106231,Ostracoda,152
SMC02984,SMC0298420106231,Pentaneura,1
SMC02984,SMC0298420106231,Physa,18
SMC02984,SMC0298420106231,Polypedilum,22
SMC02984,SMC0298420106231,Procambarus clarkii,1
SMC02984,SMC0298420106231,Procladius,1
SMC02984,SMC0298420106231,Thienemannimyia group,3
SMC02984,SMC0298420106231,Tricorythodes minutus,14
SMC02984,SMC0298420106231,Turbellaria,36
SMC03216,SMC0321620117271,Agapetus,4
SMC03216,SMC0321620117271,Baetis ,34
SMC03216,SMC0321620117271,Baetis tricaudatus,212
SMC03216,SMC0321620117271,Brillia,1
SMC03216,SMC0321620117271,Caudatella heterocaudata,6
SMC03216,SMC0321620117271,Cricotopus,15
SMC03216,SMC0321620117271,Dicranota,1
SMC03216,SMC0321620117271,Drunella flavilinea,1
SMC03216,SMC0321620117271,Elmidae,2
SMC03216,SMC0321620117271,Epeorus,1
SMC03216,SMC0321620117271,Eukiefferiella,1
SMC03216,SMC0321620117271,Eukiefferiella,36
SMC03216,SMC0321620117271,Gumaga,1
SMC03216,SMC0321620117271,Heleniella,1
SMC03216,SMC0321620117271,Hydropsyche,105
SMC03216,SMC0321620117271,Lepidostoma,14
SMC03216,SMC0321620117271,Limoniinae,1
SMC03216,SMC0321620117271,Malenka,1
SMC03216,SMC0321620117271,Maruina lanceolata,4
SMC03216,SMC0321620117271,Micrasema,8
SMC03216,SMC0321620117271,Micropsectra,27
SMC03216,SMC0321620117271,Microtendipes,4
SMC03216,SMC0321620117271,Neoplasta,13
SMC03216,SMC0321620117271,Ochrotrichia,1
SMC03216,SMC0321620117271,Oligochaeta,4
SMC03216,SMC0321620117271,Orthocladius complex,3
SMC03216,SMC0321620117271,Pagastia,6
SMC03216,SMC0321620117271,Polypedilum,7
SMC03216,SMC0321620117271,Rheotanytarsus,34
SMC03216,SMC0321620117271,Rhyacophila,7
SMC03216,SMC0321620117271,Simulium,23
SMC03216,SMC0321620117271,Simulium canadense,4
SMC03216,SMC0321620117271,Simulium hippovorum,12
SMC03216,SMC0321620117271,Sperchon,7
SMC03216,SMC0321620117271,Tanytarsus,21
SMC03216,SMC0321620117271,Tinodes,2
SMC03216,SMC0321620117271,Torrenticola,1
SMC03268,SMC0326820095281,Ablabesmyia,23
SMC03268,SMC0326820095281,Baetis,4
SMC03268,SMC0326820095281,Chironomidae,3
SMC03268,SMC0326820095281,Cladotanytarsus,1
SMC03268,SMC0326820095281,Corbicula,5
SMC03268,SMC0326820095281,Cricotopus,71
SMC03268,SMC0326820095281,Dasyhelea,61
SMC03268,SMC0326820095281,Dicrotendipes,5
SMC03268,SMC0326820095281,Dolichopodidae,2
SMC03268,SMC0326820095281,Ephydridae,1
SMC03268,SMC0326820095281,Fallceon quilleri,60
SMC03268,SMC0326820095281,Hyalella,13
SMC03268,SMC0326820095281,Hydroptila,41
SMC03268,SMC0326820095281,Hydroptilidae,17
SMC03268,SMC0326820095281,Limnophyes,2
SMC03268,SMC0326820095281,Limonia,1
SMC03268,SMC0326820095281,Oligochaeta,87
SMC03268,SMC0326820095281,Orthocladius complex,28
SMC03268,SMC0326820095281,Ostracoda,58
SMC03268,SMC0326820095281,Paratanytarsus,3
SMC03268,SMC0326820095281,Pentaneura,2
SMC03268,SMC0326820095281,Pericoma/ Telmatoscopus,38
SMC03268,SMC0326820095281,Physa,22
SMC03268,SMC0326820095281,Polypedilum,5
SMC03268,SMC0326820095281,Pseudochironomus,1
SMC03268,SMC0326820095281,Pseudosmittia,35
SMC03268,SMC0326820095281,Simulium,3
SMC03268,SMC0326820095281,Tricorythodes,1
SMC03268,SMC0326820095281,Turbellaria,1
SMC03280,SMC0328020118111,Agapetus,1
SMC03280,SMC0328020118111,Baetis,33
SMC03280,SMC0328020118111,Baetis tricaudatus,117
SMC03280,SMC0328020118111,Brillia,1
SMC03280,SMC0328020118111,Cricotopus,1
SMC03280,SMC0328020118111,Cricotopus,3
SMC03280,SMC0328020118111,Dicranota,1
SMC03280,SMC0328020118111,Diphetor hageni,7
SMC03280,SMC0328020118111,Dixa,2
SMC03280,SMC0328020118111,Elmidae,2
SMC03280,SMC0328020118111,Epeorus,12
SMC03280,SMC0328020118111,Eukiefferiella,1
SMC03280,SMC0328020118111,Eukiefferiella,8
SMC03280,SMC0328020118111,Hydropsyche,36
SMC03280,SMC0328020118111,Lebertia,2
SMC03280,SMC0328020118111,Lepidostoma,165
SMC03280,SMC0328020118111,Malenka,9
SMC03280,SMC0328020118111,Micrasema,63
SMC03280,SMC0328020118111,Micropsectra,28
SMC03280,SMC0328020118111,Micropsectra,3
SMC03280,SMC0328020118111,Microtendipes,9
SMC03280,SMC0328020118111,Neoplasta,1
SMC03280,SMC0328020118111,Ordobrevia nubifera,1
SMC03280,SMC0328020118111,Ordobrevia nubifera,2
SMC03280,SMC0328020118111,Ostracoda,6
SMC03280,SMC0328020118111,Pentaneura,1
SMC03280,SMC0328020118111,Physa,1
SMC03280,SMC0328020118111,Pisidium,1
SMC03280,SMC0328020118111,Polypedilum,3
SMC03280,SMC0328020118111,Rheotanytarsus,13
SMC03280,SMC0328020118111,Rheotanytarsus,4
SMC03280,SMC0328020118111,Rhyacophila,1
SMC03280,SMC0328020118111,Rhyacophila,3
SMC03280,SMC0328020118111,Simulium hippovorum,2
SMC03280,SMC0328020118111,Simulium hippovorum,20
SMC03280,SMC0328020118111,Sperchon,26
SMC03280,SMC0328020118111,Stempellinella,1
SMC03280,SMC0328020118111,Tanytarsus,3
SMC03280,SMC0328020118111,Thienemannimyia group,2
SMC03280,SMC0328020118111,Tinodes,4
SMC03280,SMC0328020118111,Torrenticola,4
SMC03280,SMC0328020118111,Tricorythodes explicatus,2
SMC03280,SMC0328020118111,Turbellaria,1
SMC03304,SMC0330420116291,Apedilum,26
SMC03304,SMC0330420116291,Caloparyphus/ Euparyphus,13
SMC03304,SMC0330420116291,Cricotopus,152
SMC03304,SMC0330420116291,Cricotopus,4
SMC03304,SMC0330420116291,Cricotopus trifascia group,4
SMC03304,SMC0330420116291,Dasyhelea,7
SMC03304,SMC0330420116291,Dicrotendipes,108
SMC03304,SMC0330420116291,Eukiefferiella,1
SMC03304,SMC0330420116291,Eukiefferiella,17
SMC03304,SMC0330420116291,Fallceon quilleri,29
SMC03304,SMC0330420116291,Hydroptila,6
SMC03304,SMC0330420116291,Hydroptilidae,2
SMC03304,SMC0330420116291,Oligochaeta,11
SMC03304,SMC0330420116291,Orthocladius complex,4
SMC03304,SMC0330420116291,Ostracoda,17
SMC03304,SMC0330420116291,Polypedilum,76
SMC03304,SMC0330420116291,Pseudochironomus,70
SMC03304,SMC0330420116291,Simulium argus,9
SMC03304,SMC0330420116291,Thienemannimyia group,19
SMC03304,SMC0330420116291,Tricorythodes explicatus,5
SMC03944,SMC0394420107121,Apedilum,2
SMC03944,SMC0394420107121,Apedilum,26
SMC03944,SMC0394420107121,Callibaetis,4
SMC03944,SMC0394420107121,Caloparyphus/ Euparyphus,18
SMC03944,SMC0394420107121,Cricotopus,9
SMC03944,SMC0394420107121,Dicrotendipes,1
SMC03944,SMC0394420107121,Eukiefferiella,1
SMC03944,SMC0394420107121,Euparyphus,3
SMC03944,SMC0394420107121,Hyalella,3
SMC03944,SMC0394420107121,Ostracoda,649
SMC03944,SMC0394420107121,Pentaneura,1
SMC03944,SMC0394420107121,Pentaneura,4
SMC03944,SMC0394420107121,Polypedilum,24
SMC03944,SMC0394420107121,Pseudochironomus,4
SMC03944,SMC0394420107121,Tanytarsus,2
SMC03944,SMC0394420107121,Thienemannimyia group,1
SMC03944,SMC0394420107121,Turbellaria,1
SMC03971,SMC0397120117111,Caloparyphus/ Euparyphus,2
SMC03971,SMC0397120117111,Corbicula,2
SMC03971,SMC0397120117111,Dasyhelea,49
SMC03971,SMC0397120117111,Dicrotendipes,1
SMC03971,SMC0397120117111,Hyalella,348
SMC03971,SMC0397120117111,Oligochaeta,9
SMC03971,SMC0397120117111,Ostracoda,180
SMC03971,SMC0397120117111,Physa,8
SMC03971,SMC0397120117111,Turbellaria,4
SMC03988,SMC0398820116291,Argia,2
SMC03988,SMC0398820116291,Baetis,34
SMC03988,SMC0398820116291,Baetis adonis,7
SMC03988,SMC0398820116291,Bezzia/ Palpomyia,1
SMC03988,SMC0398820116291,Caloparyphus/ Euparyphus,9
SMC03988,SMC0398820116291,Corynoneura,1
SMC03988,SMC0398820116291,Dicrotendipes,16
SMC03988,SMC0398820116291,Eukiefferiella,10
SMC03988,SMC0398820116291,Fallceon quilleri,3
SMC03988,SMC0398820116291,Hyalella,257
SMC03988,SMC0398820116291,Hydrobiidae,4
SMC03988,SMC0398820116291,Hydropsyche,3
SMC03988,SMC0398820116291,Hydroptila,22
SMC03988,SMC0398820116291,Hydroptilidae,3
SMC03988,SMC0398820116291,Muscidae,1
SMC03988,SMC0398820116291,Oligochaeta,6
SMC03988,SMC0398820116291,Ostracoda,37
SMC03988,SMC0398820116291,Pentaneura,7
SMC03988,SMC0398820116291,Physa,10
SMC03988,SMC0398820116291,Polypedilum,2
SMC03988,SMC0398820116291,Polypedilum,52
SMC03988,SMC0398820116291,Procambarus clarkii,2
SMC03988,SMC0398820116291,Pseudochironomus,1
SMC03988,SMC0398820116291,Pseudochironomus,11
SMC03988,SMC0398820116291,Rheocricotopus,5
SMC03988,SMC0398820116291,Simulium hippovorum,15
SMC03988,SMC0398820116291,Simulium vittatum,1
SMC03988,SMC0398820116291,Sperchon,2
SMC03988,SMC0398820116291,Tanytarsus,48
SMC03988,SMC0398820116291,Thienemannimyia group,1
SMC03988,SMC0398820116291,Tribelos,1
SMC03988,SMC0398820116291,Turbellaria,4
SMC04047,SMC0404720095141,Baetis,2
SMC04047,SMC0404720095141,Bezzia/ Palpomyia,6
SMC04047,SMC0404720095141,Brechmorhoga mendax,1
SMC04047,SMC0404720095141,Caloparyphus/ Euparyphus,32
SMC04047,SMC0404720095141,Chironomidae,2
SMC04047,SMC0404720095141,Cricotopus,1
SMC04047,SMC0404720095141,Dasyhelea,10
SMC04047,SMC0404720095141,Dicrotendipes,2
SMC04047,SMC0404720095141,Fossaria,76
SMC04047,SMC0404720095141,Gyraulus,1
SMC04047,SMC0404720095141,Hemerodromia,1
SMC04047,SMC0404720095141,Hetaerina americana,1
SMC04047,SMC0404720095141,Hydroptila,32
SMC04047,SMC0404720095141,Lebertia,6
SMC04047,SMC0404720095141,Microtendipes pedellus group,29
SMC04047,SMC0404720095141,Nanocladius,1
SMC04047,SMC0404720095141,Oligochaeta,1
SMC04047,SMC0404720095141,Orthocladius complex,2
SMC04047,SMC0404720095141,Ostracoda,238
SMC04047,SMC0404720095141,Paracladopelma,4
SMC04047,SMC0404720095141,Pentaneura,2
SMC04047,SMC0404720095141,Physa,110
SMC04047,SMC0404720095141,Polypedilum,2
SMC04047,SMC0404720095141,Pseudochironomus,12
SMC04047,SMC0404720095141,Rheocricotopus,1
SMC04047,SMC0404720095141,Simulium,1
SMC04047,SMC0404720095141,Thienemannimyia group,15
SMC04054,SMC0405420095271,Alotanypus,3
SMC04054,SMC0405420095271,Anopheles,1
SMC04054,SMC0405420095271,Argia,5
SMC04054,SMC0405420095271,Baetis adonis,66
SMC04054,SMC0405420095271,Cambaridae,3
SMC04054,SMC0405420095271,Chironomidae ,2
SMC04054,SMC0405420095271,Chironomus,8
SMC04054,SMC0405420095271,Coenagrionidae,8
SMC04054,SMC0405420095271,Corbicula,11
SMC04054,SMC0405420095271,Corixidae,1
SMC04054,SMC0405420095271,Cryptochironomus,6
SMC04054,SMC0405420095271,Dicrotendipes,2
SMC04054,SMC0405420095271,Fallceon quilleri,16
SMC04054,SMC0405420095271,Ferrissia,1
SMC04054,SMC0405420095271,Hyalella,207
SMC04054,SMC0405420095271,Hydrobiidae,77
SMC04054,SMC0405420095271,Limnophyes,3
SMC04054,SMC0405420095271,Micropsectra,2
SMC04054,SMC0405420095271,Muscidae,1
SMC04054,SMC0405420095271,Oligochaeta,88
SMC04054,SMC0405420095271,Ostracoda,15
SMC04054,SMC0405420095271,Pachydiplax longipennis,1
SMC04054,SMC0405420095271,Pentaneura,3
SMC04054,SMC0405420095271,Physa,19
SMC04054,SMC0405420095271,Polypedilum,1
SMC04054,SMC0405420095271,Procladius,4
SMC04054,SMC0405420095271,Prostoma,1
SMC04054,SMC0405420095271,Simulium,1
SMC04054,SMC0405420095271,Tanytarsus,10
SMC04054,SMC0405420095271,Tinodes,1
SMC04054,SMC0405420095271,Tribelos,1
SMC04054,SMC0405420095271,Trichocorixa reticulata,1
SMC04054,SMC0405420095271,Turbellaria,3
SMC04175,SMC0417520096111,Ambrysus,3
SMC04175,SMC0417520096111,Argia,4
SMC04175,SMC0417520096111,Baetis,1
SMC04175,SMC0417520096111,Bezzia/ Palpomyia,3
SMC04175,SMC0417520096111,Caloparyphus/ Euparyphus,3
SMC04175,SMC0417520096111,Cheumatopsyche,15
SMC04175,SMC0417520096111,Cloeodes excogitatus,1
SMC04175,SMC0417520096111,Coenagrionidae,4
SMC04175,SMC0417520096111,Corixidae,1
SMC04175,SMC0417520096111,Corynoneura,4
SMC04175,SMC0417520096111,Dasyhelea,2
SMC04175,SMC0417520096111,Dicrotendipes,1
SMC04175,SMC0417520096111,Fallceon quilleri,6
SMC04175,SMC0417520096111,Gyraulus,1
SMC04175,SMC0417520096111,Hetaerina americana,3
SMC04175,SMC0417520096111,Hyalella,59
SMC04175,SMC0417520096111,Hydropsyche,8
SMC04175,SMC0417520096111,Labrundinia,4
SMC04175,SMC0417520096111,Larsia,2
SMC04175,SMC0417520096111,Limnophyes,2
SMC04175,SMC0417520096111,Marilia,1
SMC04175,SMC0417520096111,Microcylloepus,2
SMC04175,SMC0417520096111,Microcylloepus,5
SMC04175,SMC0417520096111,Microtendipes pedellus group,1
SMC04175,SMC0417520096111,Mideopsis,2
SMC04175,SMC0417520096111,Ochrotrichia,6
SMC04175,SMC0417520096111,Oligochaeta,56
SMC04175,SMC0417520096111,Optioservus,1
SMC04175,SMC0417520096111,Ostracoda,140
SMC04175,SMC0417520096111,Parametriocnemus,4
SMC04175,SMC0417520096111,Peltodytes,4
SMC04175,SMC0417520096111,Pentaneura,4
SMC04175,SMC0417520096111,Pericoma/ Telmatoscopus,1
SMC04175,SMC0417520096111,Physa,19
SMC04175,SMC0417520096111,Polypedilum,1
SMC04175,SMC0417520096111,Probezzia,2
SMC04175,SMC0417520096111,Prostoma,3
SMC04175,SMC0417520096111,Protzia,1
SMC04175,SMC0417520096111,Rheocricotopus,3
SMC04175,SMC0417520096111,Rheotanytarsus,1
SMC04175,SMC0417520096111,Sialis,1
SMC04175,SMC0417520096111,Sperchon,5
SMC04175,SMC0417520096111,Tanytarsus,2
SMC04175,SMC0417520096111,Thienemannimyia group,4
SMC04175,SMC0417520096111,Tinodes,8
SMC04175,SMC0417520096111,Tipulidae,1
SMC04175,SMC0417520096111,Torrenticola,7
SMC04175,SMC0417520096111,Tricorythodes,10
SMC04175,SMC0417520096111,Turbellaria,88
SMC04239,SMC0423920096111,Argia,1
SMC04239,SMC0423920096111,Atractides,2
SMC04239,SMC0423920096111,Baetis,1
SMC04239,SMC0423920096111,Bezzia/ Palpomyia,3
SMC04239,SMC0423920096111,Caloparyphus/ Euparyphus,52
SMC04239,SMC0423920096111,Cheumatopsyche,17
SMC04239,SMC0423920096111,Chironomus,1
SMC04239,SMC0423920096111,Corixidae,1
SMC04239,SMC0423920096111,Corynoneura,10
SMC04239,SMC0423920096111,Cricotopus,2
SMC04239,SMC0423920096111,Dasyhelea,3
SMC04239,SMC0423920096111,Eukiefferiella brehmi group,1
SMC04239,SMC0423920096111,Euparyphus,2
SMC04239,SMC0423920096111,Fallceon quilleri,9
SMC04239,SMC0423920096111,Gyraulus,5
SMC04239,SMC0423920096111,Hetaerina americana,1
SMC04239,SMC0423920096111,Hyalella,36
SMC04239,SMC0423920096111,Hydropsyche,4
SMC04239,SMC0423920096111,Hydroptila,1
SMC04239,SMC0423920096111,Labrundinia,4
SMC04239,SMC0423920096111,Larsia,1
SMC04239,SMC0423920096111,Micrasema,1
SMC04239,SMC0423920096111,Microtendipes pedellus group,2
SMC04239,SMC0423920096111,Ochrotrichia,13
SMC04239,SMC0423920096111,Oligochaeta,22
SMC04239,SMC0423920096111,Ordobrevia nubifera,3
SMC04239,SMC0423920096111,Orthocladius complex,2
SMC04239,SMC0423920096111,Ostracoda,131
SMC04239,SMC0423920096111,Oxyethira,2
SMC04239,SMC0423920096111,Parametriocnemus,9
SMC04239,SMC0423920096111,Pentaneura,15
SMC04239,SMC0423920096111,Petrophila,1
SMC04239,SMC0423920096111,Phaenopsectra,1
SMC04239,SMC0423920096111,Physa,33
SMC04239,SMC0423920096111,Polycentropus,1
SMC04239,SMC0423920096111,Polypedilum,5
SMC04239,SMC0423920096111,Procladius,1
SMC04239,SMC0423920096111,Protzia,1
SMC04239,SMC0423920096111,Pseudochironomus,6
SMC04239,SMC0423920096111,Rheotanytarsus,6
SMC04239,SMC0423920096111,Sperchon,7
SMC04239,SMC0423920096111,Thienemanniella,5
SMC04239,SMC0423920096111,Thienemannimyia group,17
SMC04239,SMC0423920096111,Tinodes,13
SMC04239,SMC0423920096111,Tricorythodes,51
SMC04239,SMC0423920096111,Turbellaria,20
SMC04264,SMC042642010791,Alotanypus,1
SMC04264,SMC042642010791,Baetis adonis,2
SMC04264,SMC042642010791,Caloparyphus/ Euparyphus,2
SMC04264,SMC042642010791,Coenagrionidae,2
SMC04264,SMC042642010791,Hyalella,294
SMC04264,SMC042642010791,Hydra,3
SMC04264,SMC042642010791,Hydrobiidae,291
SMC04264,SMC042642010791,Hydroptila,8
SMC04264,SMC042642010791,Hydroptilidae,1
SMC04264,SMC042642010791,Oligochaeta,4
SMC04264,SMC042642010791,Ostracoda,32
SMC04264,SMC042642010791,Pentaneura,1
SMC04264,SMC042642010791,Prostoma,1
